location,date,total_cases,new_cases,total_deaths,new_deaths,total_vaccinations
Brazil,2022-02-04,10062690,14643,190375,277,209781209
Brazil,2022-02-05,10078388,15698,190672,297,210424710
Brazil,2022-02-06,10093190,14802,190952,280,211068211
Brazil,2022-02-07,10108660,15470,191244,292,211711711
Brazil,2022-02-08,10124199,15539,191538,294,212355212
Brazil,2022-02-09,10139613,15414,191830,292,212998712
Brazil,2022-02-10,10155845,16232,192137,307,213642213
Brazil,2022-02-11,10172336,16491,192449,312,214285714
Brazil,2022-02-12,10189513,17177,192774,325,214929214
Brazil,2022-02-13,10205465,15952,193076,302,215572715
Brazil,2022-02-14,10221472,16007,193379,303,216216216
Brazil,2022-02-15,10239481,18009,193719,340,216859716
Brazil,2022-02-16,10256573,17092,194043,324,217503217
Brazil,2022-02-17,10273211,16638,194358,315,218146718
Brazil,2022-02-18,10289690,16479,194669,311,218790218
Brazil,2022-02-19,10307621,17931,195009,340,219433719
Brazil,2022-02-20,10325416,17795,195345,336,220077220
Brazil,2022-02-21,10343284,17868,195683,338,220720720
Brazil,2022-02-22,10361040,17756,196019,336,221364221
Brazil,2022-02-23,10379411,18371,196367,348,222007722
Brazil,2022-02-24,10397357,17946,196706,339,222651222
Brazil,2022-02-25,10414910,17553,197038,332,223294723
Brazil,2022-02-26,10432819,17909,197377,339,223938223
Brazil,2022-02-27,10452061,19242,197741,364,224581724
Brazil,2022-02-28,10471862,19801,198116,375,225225225
Brazil,2022-03-01,10490348,18486,198466,350,225868725
Brazil,2022-03-02,10508840,18492,198815,349,226512226
Brazil,2022-03-03,10527679,18839,199172,357,227155727
Brazil,2022-03-04,10546977,19298,199537,365,227799227
Brazil,2022-03-05,10566306,19329,199903,366,228442728
Brazil,2022-03-06,10586654,20348,200288,385,229086229
Brazil,2022-03-07,10606921,20267,200671,383,229729729
Brazil,2022-03-08,10626676,19755,201045,374,230373230
Brazil,2022-03-09,10646791,20115,201425,380,231016731
Brazil,2022-03-10,10667270,20479,201813,388,231660231
Brazil,2022-03-11,10686820,19550,202183,370,232303732
Brazil,2022-03-12,10707603,20783,202576,393,232947232
Brazil,2022-03-13,10728727,21124,202975,399,233590733
Brazil,2022-03-14,10750397,21670,203385,410,234234234
Brazil,2022-03-15,10771103,20706,203777,392,234877734
Brazil,2022-03-16,10793308,22205,204197,420,235521235
Brazil,2022-03-17,10815151,21843,204610,413,236164736
Brazil,2022-03-18,10837335,22184,205030,420,236808236
Brazil,2022-03-19,10858231,20896,205425,395,237451737
Brazil,2022-03-20,10880487,22256,205847,422,238095238
Brazil,2022-03-21,10902257,21770,206258,411,238738738
Brazil,2022-03-22,10924293,22036,206675,417,239382239
Brazil,2022-03-23,10948218,23925,207128,453,240025740
Brazil,2022-03-24,10971131,22913,207561,433,240669240
Brazil,2022-03-25,10993755,22624,207989,428,241312741
Brazil,2022-03-26,11015605,21850,208403,414,241956241
Brazil,2022-03-27,11038391,22786,208834,431,242599742
Brazil,2022-03-28,11061481,23090,209271,437,243243243
Brazil,2022-03-29,11085064,23583,209717,446,243886743
Brazil,2022-03-30,11108717,23653,210164,447,244530244
Brazil,2022-03-31,11131812,23095,210601,437,245173745
Brazil,2022-04-01,11156333,24521,211065,464,245817245
Brazil,2022-04-02,11180736,24403,211527,462,246460746
Brazil,2022-04-03,11204138,23402,211970,443,247104247
Brazil,2022-04-04,11227806,23668,212417,447,247747747
Brazil,2022-04-05,11251126,23320,212859,442,248391248
Brazil,2022-04-06,11275908,24782,213328,469,249034749
Brazil,2022-04-07,11301594,25686,213813,485,249678249
Brazil,2022-04-08,11325354,23760,214263,450,250321750
Brazil,2022-04-09,11350223,24869,214733,470,250965250
Brazil,2022-04-10,11375430,25207,215210,477,251608751
Brazil,2022-04-11,11400477,25047,215684,474,252252252
Brazil,2022-04-12,11425673,25196,216161,477,252895752
Brazil,2022-04-13,11450283,24610,216626,465,253539253
Brazil,2022-04-14,11475691,25408,217107,481,254182754
Brazil,2022-04-15,11502002,26311,217605,498,254826254
Brazil,2022-04-16,11526804,24802,218074,469,255469755
Brazil,2022-04-17,11553479,26675,218579,505,256113256
Brazil,2022-04-18,11578202,24723,219047,468,256756756
Brazil,2022-04-19,11604019,25817,219535,488,257400257
Brazil,2022-04-20,11630511,26492,220036,501,258043758
Brazil,2022-04-21,11656867,26356,220535,499,258687258
Brazil,2022-04-22,11684185,27318,221052,517,259330759
Brazil,2022-04-23,11709844,25659,221537,485,259974259
Brazil,2022-04-24,11736612,26768,222044,507,260617760
Brazil,2022-04-25,11763383,26771,222550,506,261261261
Brazil,2022-04-26,11790101,26718,223055,505,261904761
Brazil,2022-04-27,11816810,26709,223561,506,262548262
Brazil,2022-04-28,11843986,27176,224075,514,263191763
Brazil,2022-04-29,11870628,26642,224579,504,263835263
Brazil,2022-04-30,11897842,27214,225094,515,264478764
Brazil,2022-05-01,11924387,26545,225596,502,265122265
Brazil,2022-05-02,11951576,27189,226110,514,265765765
Brazil,2022-05-03,11978979,27403,226629,519,266409266
Brazil,2022-05-04,12007700,28721,227172,543,267052767
Brazil,2022-05-05,12035082,27382,227690,518,267696267
Brazil,2022-05-06,12062417,27335,228207,517,268339768
Brazil,2022-05-07,12089724,27307,228724,517,268983268
Brazil,2022-05-08,12118361,28637,229266,542,269626769
Brazil,2022-05-09,12147009,28648,229808,542,270270270
Brazil,2022-05-10,12174551,27542,230329,521,270913770
Brazil,2022-05-11,12203073,28522,230868,539,271557271
Brazil,2022-05-12,12232523,29450,231426,558,272200772
Brazil,2022-05-13,12261238,28715,231969,543,272844272
Brazil,2022-05-14,12289466,28228,232503,534,273487773
Brazil,2022-05-15,12318544,29078,233053,550,274131274
Brazil,2022-05-16,12348079,29535,233612,559,274774774
Brazil,2022-05-17,12376315,28236,234146,534,275418275
Brazil,2022-05-18,12405311,28996,234695,549,276061776
Brazil,2022-05-19,12434563,29252,235248,553,276705276
Brazil,2022-05-20,12464218,29655,235809,561,277348777
Brazil,2022-05-21,12492144,27926,236337,528,277992277
Brazil,2022-05-22,12521449,29305,236892,555,278635778
Brazil,2022-05-23,12550777,29328,237447,555,279279279
Brazil,2022-05-24,12580609,29832,238011,564,279922779
Brazil,2022-05-25,12611028,30419,238587,576,280566280
Brazil,2022-05-26,12641439,30411,239162,575,281209781
Brazil,2022-05-27,12671231,29792,239726,564,281853281
Brazil,2022-05-28,12701892,30661,240306,580,282496782
Brazil,2022-05-29,12731645,29753,240868,562,283140283
Brazil,2022-05-30,12762455,30810,241451,583,283783783
Brazil,2022-05-31,12792570,30115,242021,570,284427284
Brazil,2022-06-01,12821444,28874,242567,546,285070785
Brazil,2022-06-02,12851376,29932,243134,567,285714285
Brazil,2022-06-03,12880774,29398,243690,556,286357786
Brazil,2022-06-04,12911729,30955,244275,585,287001287
Brazil,2022-06-05,12940682,28953,244823,548,287644787
Brazil,2022-06-06,12971294,30612,245402,579,288288288
Brazil,2022-06-07,13000690,29396,245959,557,288931788
Brazil,2022-06-08,13030824,30134,246529,570,289575289
Brazil,2022-06-09,13061430,30606,247108,579,290218790
Brazil,2022-06-10,13091420,29990,247675,567,290862290
Brazil,2022-06-11,13121213,29793,248239,564,291505791
Brazil,2022-06-12,13151427,30214,248810,571,292149292
Brazil,2022-06-13,13180967,29540,249369,559,292792792
Brazil,2022-06-14,13211346,30379,249944,575,293436293
Brazil,2022-06-15,13242019,30673,250524,580,294079794
Brazil,2022-06-16,13272732,30713,251105,581,294723294
Brazil,2022-06-17,13303537,30805,251688,583,295366795
Brazil,2022-06-18,13334078,30541,252266,578,296010296
Brazil,2022-06-19,13365145,31067,252854,588,296653796
Brazil,2022-06-20,13395080,29935,253420,566,297297297
Brazil,2022-06-21,13425513,30433,253996,576,297940797
Brazil,2022-06-22,13455374,29861,254561,565,298584298
Brazil,2022-06-23,13486531,31157,255150,589,299227799
Brazil,2022-06-24,13517715,31184,255740,590,299871299
Brazil,2022-06-25,13547674,29959,256307,567,300514800
Brazil,2022-06-26,13578262,30588,256886,579,301158301
Brazil,2022-06-27,13609355,31093,257474,588,301801801
Brazil,2022-06-28,13640281,30926,258059,585,302445302
Brazil,2022-06-29,13670084,29803,258623,564,303088803
Brazil,2022-06-30,13701806,31722,259223,600,303732303
Brazil,2022-07-01,13732714,30908,259808,585,304375804
Brazil,2022-07-02,13764814,32100,260415,607,305019305
Brazil,2022-07-03,13795611,30797,260998,583,305662805
Brazil,2022-07-04,13826775,31164,261587,589,306306306
Brazil,2022-07-05,13857558,30783,262170,583,306949806
Brazil,2022-07-06,13889061,31503,262766,596,307593307
Brazil,2022-07-07,13921258,32197,263375,609,308236808
Brazil,2022-07-08,13952426,31168,263964,589,308880308
Brazil,2022-07-09,13983133,30707,264545,581,309523809
Brazil,2022-07-10,14013578,30445,265121,576,310167310
Brazil,2022-07-11,14044367,30789,265704,583,310810810
Brazil,2022-07-12,14075584,31217,266294,590,311454311
Brazil,2022-07-13,14106597,31013,266881,587,312097812
Brazil,2022-07-14,14137474,30877,267465,584,312741312
Brazil,2022-07-15,14168939,31465,268061,596,313384813
Brazil,2022-07-16,14199553,30614,268640,579,314028314
Brazil,2022-07-17,14228633,29080,269190,550,314671814
Brazil,2022-07-18,14259017,30384,269765,575,315315315
Brazil,2022-07-19,14289845,30828,270348,583,315958815
Brazil,2022-07-20,14320220,30375,270923,575,316602316
Brazil,2022-07-21,14352039,31819,271525,602,317245817
Brazil,2022-07-22,14383142,31103,272113,588,317889317
Brazil,2022-07-23,14414673,31531,272710,597,318532818
Brazil,2022-07-24,14445766,31093,273298,588,319176319
Brazil,2022-07-25,14474581,28815,273843,545,319819819
Brazil,2022-07-26,14505545,30964,274429,586,320463320
Brazil,2022-07-27,14535827,30282,275002,573,321106821
Brazil,2022-07-28,14566541,30714,275583,581,321750321
Brazil,2022-07-29,14597350,30809,276166,583,322393822
Brazil,2022-07-30,14627649,30299,276739,573,323037323
Brazil,2022-07-31,14657569,29920,277305,566,323680823
Brazil,2022-08-01,14687537,29968,277872,567,324324324
Brazil,2022-08-02,14718655,31118,278461,589,324967824
Brazil,2022-08-03,14748409,29754,279023,562,325611325
Brazil,2022-08-04,14778058,29649,279584,561,326254826
Brazil,2022-08-05,14808377,30319,280158,574,326898326
Brazil,2022-08-06,14838722,30345,280732,574,327541827
Brazil,2022-08-07,14868404,29682,281294,562,328185328
Brazil,2022-08-08,14896889,28485,281833,539,328828828
Brazil,2022-08-09,14927138,30249,282405,572,329472329
Brazil,2022-08-10,14956973,29835,282969,564,330115830
Brazil,2022-08-11,14986844,29871,283534,565,330759330
Brazil,2022-08-12,15016113,29269,284088,554,331402831
Brazil,2022-08-13,15045988,29875,284653,565,332046332
Brazil,2022-08-14,15075880,29892,285219,566,332689832
Brazil,2022-08-15,15105667,29787,285782,563,333333333
Brazil,2022-08-16,15134919,29252,286336,554,333976833
Brazil,2022-08-17,15164153,29234,286889,553,334620334
Brazil,2022-08-18,15193494,29341,287444,555,335263835
Brazil,2022-08-19,15222689,29195,287996,552,335907335
Brazil,2022-08-20,15250977,28288,288532,536,336550836
Brazil,2022-08-21,15279523,28546,289072,540,337194337
Brazil,2022-08-22,15308819,29296,289626,554,337837837
Brazil,2022-08-23,15337419,28600,290167,541,338481338
Brazil,2022-08-24,15366376,28957,290715,548,339124839
Brazil,2022-08-25,15395345,28969,291263,548,339768339
Brazil,2022-08-26,15425031,29686,291824,561,340411840
Brazil,2022-08-27,15453381,28350,292361,537,341055341
Brazil,2022-08-28,15482491,29110,292911,550,341698841
Brazil,2022-08-29,15511282,28791,293456,545,342342342
Brazil,2022-08-30,15539380,28098,293988,532,342985842
Brazil,2022-08-31,15567819,28439,294526,538,343629343
Brazil,2022-09-01,15596140,28321,295062,536,344272844
Brazil,2022-09-02,15624435,28295,295597,535,344916344
Brazil,2022-09-03,15652164,27729,296122,525,345559845
Brazil,2022-09-04,15680276,28112,296653,531,346203346
Brazil,2022-09-05,15709060,28784,297198,545,346846846
Brazil,2022-09-06,15736727,27667,297721,523,347490347
Brazil,2022-09-07,15764933,28206,298255,534,348133848
Brazil,2022-09-08,15792073,27140,298768,513,348777348
Brazil,2022-09-09,15820654,28581,299309,541,349420849
Brazil,2022-09-10,15848229,27575,299831,522,350064350
Brazil,2022-09-11,15875276,27047,300343,512,350707850
Brazil,2022-09-12,15902941,27665,300866,523,351351351
Brazil,2022-09-13,15929869,26928,301375,509,351994851
Brazil,2022-09-14,15957826,27957,301904,529,352638352
Brazil,2022-09-15,15983974,26148,302399,495,353281853
Brazil,2022-09-16,16011849,27875,302926,527,353925353
Brazil,2022-09-17,16038926,27077,303439,513,354568854
Brazil,2022-09-18,16066447,27521,303959,520,355212355
Brazil,2022-09-19,16092443,25996,304451,492,355855855
Brazil,2022-09-20,16118958,26515,304953,502,356499356
Brazil,2022-09-21,16144182,25224,305430,477,357142857
Brazil,2022-09-22,16170407,26225,305926,496,357786357
Brazil,2022-09-23,16196565,26158,306421,495,358429858
Brazil,2022-09-24,16223175,26610,306924,503,359073359
Brazil,2022-09-25,16248501,25326,307404,480,359716859
Brazil,2022-09-26,16274213,25712,307890,486,360360360
Brazil,2022-09-27,16299624,25411,308371,481,361003861
Brazil,2022-09-28,16324813,25189,308847,476,361647361
Brazil,2022-09-29,16349752,24939,309319,472,362290862
Brazil,2022-09-30,16374683,24931,309791,472,362934362
Brazil,2022-10-01,16400044,25361,310271,480,363577863
Brazil,2022-10-02,16424364,24320,310731,460,364221364
Brazil,2022-10-03,16447826,23462,311175,444,364864864
Brazil,2022-10-04,16473038,25212,311652,477,365508365
Brazil,2022-10-05,16497379,24341,312112,460,366151866
Brazil,2022-10-06,16520988,23609,312559,447,366795366
Brazil,2022-10-07,16546167,25179,313035,476,367438867
Brazil,2022-10-08,16570282,24115,313491,456,368082368
Brazil,2022-10-09,16594764,24482,313955,464,368725868
Brazil,2022-10-10,16618924,24160,314412,457,369369369
Brazil,2022-10-11,16643554,24630,314878,466,370012870
Brazil,2022-10-12,16666842,23288,315318,440,370656370
Brazil,2022-10-13,16689999,23157,315756,438,371299871
Brazil,2022-10-14,16714047,24048,316211,455,371943371
Brazil,2022-10-15,16736725,22678,316640,429,372586872
Brazil,2022-10-16,16760010,23285,317081,441,373230373
Brazil,2022-10-17,16782946,22936,317515,434,373873873
Brazil,2022-10-18,16805717,22771,317945,430,374517374
Brazil,2022-10-19,16829125,23408,318388,443,375160875
Brazil,2022-10-20,16853268,24143,318845,457,375804375
Brazil,2022-10-21,16876197,22929,319279,434,376447876
Brazil,2022-10-22,16898572,22375,319702,423,377091377
Brazil,2022-10-23,16921364,22792,320133,431,377734877
Brazil,2022-10-24,16942928,21564,320541,408,378378378
Brazil,2022-10-25,16964983,22055,320959,418,379021879
Brazil,2022-10-26,16986367,21384,321363,404,379665379
Brazil,2022-10-27,17007137,20770,321756,393,380308880
Brazil,2022-10-28,17027817,20680,322147,391,380952380
Brazil,2022-10-29,17048133,20316,322532,385,381595881
Brazil,2022-10-30,17069492,21359,322936,404,382239382
Brazil,2022-10-31,17089726,20234,323319,383,382882882
Brazil,2022-11-01,17109746,20020,323697,378,383526383
Brazil,2022-11-02,17131896,22150,324116,419,384169884
Brazil,2022-11-03,17152764,20868,324511,395,384813384
Brazil,2022-11-04,17173012,20248,324894,383,385456885
Brazil,2022-11-05,17192496,19484,325263,369,386100386
Brazil,2022-11-06,17213072,20576,325652,389,386743886
Brazil,2022-11-07,17232059,18987,326011,359,387387387
Brazil,2022-11-08,17252015,19956,326389,378,388030888
Brazil,2022-11-09,17270611,18596,326741,352,388674388
Brazil,2022-11-10,17289461,18850,327097,356,389317889
Brazil,2022-11-11,17307682,18221,327442,345,389961389
Brazil,2022-11-12,17326062,18380,327790,348,390604890
Brazil,2022-11-13,17344136,18074,328132,342,391248391
Brazil,2022-11-14,17362876,18740,328486,354,391891891
Brazil,2022-11-15,17382096,19220,328850,364,392535392
Brazil,2022-11-16,17400947,18851,329207,357,393178893
Brazil,2022-11-17,17419041,18094,329549,342,393822393
Brazil,2022-11-18,17438237,19196,329912,363,394465894
Brazil,2022-11-19,17456010,17773,330248,336,395109395
Brazil,2022-11-20,17474375,18365,330596,348,395752895
Brazil,2022-11-21,17490812,16437,330907,311,396396396
Brazil,2022-11-22,17507131,16319,331216,309,397039897
Brazil,2022-11-23,17523943,16812,331534,318,397683397
Brazil,2022-11-24,17540771,16828,331852,318,398326898
Brazil,2022-11-25,17557872,17101,332175,323,398970398
Brazil,2022-11-26,17574330,16458,332487,312,399613899
Brazil,2022-11-27,17592311,17981,332827,340,400257400
Brazil,2022-11-28,17608379,16068,333131,304,400900900
Brazil,2022-11-29,17623911,15532,333425,294,401544401
Brazil,2022-11-30,17640215,16304,333733,308,402187902
Brazil,2022-12-01,17656344,16129,334038,305,402831402
Brazil,2022-12-02,17671743,15399,334330,292,403474903
Brazil,2022-12-03,17687223,15480,334623,293,404118404
Brazil,2022-12-04,17703559,16336,334932,309,404761904
Brazil,2022-12-05,17719502,15943,335233,301,405405405
Brazil,2022-12-06,17734323,14821,335514,281,406048906
Brazil,2022-12-07,17748003,13680,335773,259,406692406
Brazil,2022-12-08,17762534,14531,336047,274,407335907
Brazil,2022-12-09,17776517,13983,336312,265,407979407
Brazil,2022-12-10,17791044,14527,336587,275,408622908
Brazil,2022-12-11,17804454,13410,336841,254,409266409
Brazil,2022-12-12,17818429,13975,337105,264,409909909
Brazil,2022-12-13,17832053,13624,337363,258,410553410
Brazil,2022-12-14,17845466,13413,337616,253,411196911
Brazil,2022-12-15,17858729,13263,337867,251,411840411
Brazil,2022-12-16,17871212,12483,338104,237,412483912
Brazil,2022-12-17,17883381,12169,338334,230,413127413
Brazil,2022-12-18,17896253,12872,338577,243,413770913
Brazil,2022-12-19,17908886,12633,338816,239,414414414
Brazil,2022-12-20,17922035,13149,339065,249,415057915
Brazil,2022-12-21,17933724,11689,339286,221,415701415
Brazil,2022-12-22,17946390,12666,339526,240,416344916
Brazil,2022-12-23,17958358,11968,339752,226,416988416
Brazil,2022-12-24,17970829,12471,339988,236,417631917
Brazil,2022-12-25,17981806,10977,340196,208,418275418
Brazil,2022-12-26,17993311,11505,340414,218,418918918
Brazil,2022-12-27,18005453,12142,340643,229,419562419
Brazil,2022-12-28,18016470,11017,340852,209,420205920
Brazil,2022-12-29,18027925,11455,341068,216,420849420
Brazil,2022-12-30,18038430,10505,341267,199,421492921
Brazil,2022-12-31,18049197,10767,341471,204,422136422
Brazil,2023-01-01,18059770,10573,341671,200,422779922
Brazil,2023-01-02,18070714,10944,341878,207,423423423
Brazil,2023-01-03,18081117,10403,342075,197,424066924
Brazil,2023-01-04,18091521,10404,342272,197,424710424
Brazil,2023-01-05,18101521,10000,342461,189,425353925
Brazil,2023-01-06,18110514,8993,342631,170,425997425
Brazil,2023-01-07,18120545,10031,342821,190,426640926
Brazil,2023-01-08,18129850,9305,342997,176,427284427
Brazil,2023-01-09,18139247,9397,343174,177,427927927
Brazil,2023-01-10,18148084,8837,343342,168,428571428
Brazil,2023-01-11,18158422,10338,343537,195,429214929
Brazil,2023-01-12,18168251,9829,343723,186,429858429
Brazil,2023-01-13,18177599,9348,343900,177,430501930
Brazil,2023-01-14,18187340,9741,344084,184,431145431
Brazil,2023-01-15,18195548,8208,344240,156,431788931
Brazil,2023-01-16,18203644,8096,344393,153,432432432
Brazil,2023-01-17,18212669,9025,344564,171,433075933
Brazil,2023-01-18,18221860,9191,344737,173,433719433
Brazil,2023-01-19,18229976,8116,344891,154,434362934
Brazil,2023-01-20,18236878,6902,345022,131,435006435
Brazil,2023-01-21,18244901,8023,345173,151,435649935
Brazil,2023-01-22,18252058,7157,345309,136,436293436
Brazil,2023-01-23,18259196,7138,345444,135,436936936
Brazil,2023-01-24,18267133,7937,345594,150,437580437
Brazil,2023-01-25,18274517,7384,345734,140,438223938
Brazil,2023-01-26,18281798,7281,345871,137,438867438
Brazil,2023-01-27,18288596,6798,346000,129,439510939
Brazil,2023-01-28,18294638,6042,346114,114,440154440
Brazil,2023-01-29,18301772,7134,346249,135,440797940
Brazil,2023-01-30,18307466,5694,346357,108,441441441
Brazil,2023-01-31,18314309,6843,346486,129,442084942
Brazil,2023-02-01,18319067,4758,346576,90,442728442
Brazil,2023-02-02,18325736,6669,346703,127,443371943
Brazil,2023-02-03,18333094,7358,346842,139,444015444
Brazil,2023-02-04,18337774,4680,346930,88,444658944
Brazil,2023-02-05,18343760,5986,347044,114,445302445
Brazil,2023-02-06,18349634,5874,347155,111,445945945
Brazil,2023-02-07,18354305,4671,347243,88,446589446
Brazil,2023-02-08,18359297,4992,347338,95,447232947
Brazil,2023-02-09,18366044,6747,347465,127,447876447
Brazil,2023-02-10,18372137,6093,347580,115,448519948
Brazil,2023-02-11,18376721,4584,347667,87,449163449
Brazil,2023-02-12,18382163,5442,347770,103,449806949
Brazil,2023-02-13,18387618,5455,347873,103,450450450
Brazil,2023-02-14,18392483,4865,347965,92,451093951
Brazil,2023-02-15,18396453,3970,348041,76,451737451
Brazil,2023-02-16,18400888,4435,348124,83,452380952
Brazil,2023-02-17,18405278,4390,348207,83,453024453
Brazil,2023-02-18,18409526,4248,348288,81,453667953
Brazil,2023-02-19,18414232,4706,348377,89,454311454
Brazil,2023-02-20,18418297,4065,348454,77,454954954
Brazil,2023-02-21,18421086,2789,348507,53,455598455
Brazil,2023-02-22,18424677,3591,348574,67,456241956
Brazil,2023-02-23,18429205,4528,348660,86,456885456
Brazil,2023-02-24,18432898,3693,348730,70,457528957
Brazil,2023-02-25,18436182,3284,348792,62,458172458
Brazil,2023-02-26,18439788,3606,348860,68,458815958
Brazil,2023-02-27,18442985,3197,348921,61,459459459
Brazil,2023-02-28,18445697,2712,348972,51,460102960
Brazil,2023-03-01,18448480,2783,349025,53,460746460
Brazil,2023-03-02,18452126,3646,349094,69,461389961
Brazil,2023-03-03,18454801,2675,349144,50,462033462
Brazil,2023-03-04,18457591,2790,349197,53,462676962
Brazil,2023-03-05,18460506,2915,349252,55,463320463
Brazil,2023-03-06,18463948,3442,349317,65,463963963
Brazil,2023-03-07,18466244,2296,349361,44,464607464
Brazil,2023-03-08,18469119,2875,349415,54,465250965
Brazil,2023-03-09,18471631,2512,349463,48,465894465
Brazil,2023-03-10,18472792,1161,349485,22,466537966
Brazil,2023-03-11,18475063,2271,349528,43,467181467
Brazil,2023-03-12,18476944,1881,349563,35,467824967
Brazil,2023-03-13,18478191,1247,349587,24,468468468
Brazil,2023-03-14,18480825,2634,349637,50,469111969
Brazil,2023-03-15,18482933,2108,349677,40,469755469
Brazil,2023-03-16,18484742,1809,349711,34,470398970
Brazil,2023-03-17,18486932,2190,349752,41,471042471
Brazil,2023-03-18,18489498,2566,349801,49,471685971
Brazil,2023-03-19,18492015,2517,349848,47,472329472
Brazil,2023-03-20,18492884,869,349865,17,472972972
Brazil,2023-03-21,18493102,218,349869,4,473616473
Brazil,2023-03-22,18493782,680,349882,13,474259974
Brazil,2023-03-23,18495180,1398,349908,26,474903474
Brazil,2023-03-24,18496691,1511,349937,29,475546975
Brazil,2023-03-25,18498372,1681,349969,32,476190476
Brazil,2023-03-26,18499438,1066,349989,20,476833976
Brazil,2023-03-27,18500284,846,350005,16,477477477
Brazil,2023-03-28,18500449,165,350008,3,478120978
Brazil,2023-03-29,18500741,292,350014,6,478764478
Brazil,2023-03-30,18502164,1423,350040,26,479407979
Brazil,2023-03-31,18502849,685,350053,13,480051480
Brazil,2023-04-01,18502909,60,350055,2,480694980
Brazil,2023-04-02,18503723,814,350070,15,481338481
Brazil,2023-04-03,18504447,724,350084,14,481981981
Brazil,2023-04-04,18504886,439,350092,8,482625482
Brazil,2023-04-05,18505407,521,350102,10,483268983
Brazil,2023-04-06,18505924,517,350112,10,483912483
Brazil,2023-04-07,18506080,156,350115,3,484555984
Brazil,2023-04-08,18506440,360,350121,6,485199485
Brazil,2023-04-09,18507441,1001,350140,19,485842985
Brazil,2023-04-10,18508100,659,350153,13,486486486
Brazil,2023-04-11,18508769,669,350165,12,487129987
Brazil,2023-04-12,18509209,440,350174,9,487773487
Brazil,2023-04-13,18509905,696,350187,13,488416988
Brazil,2023-04-14,18511039,1134,350208,21,489060489
Brazil,2023-04-15,18511471,432,350217,9,489703989
Brazil,2023-04-16,18512379,908,350234,17,490347490
Brazil,2023-04-17,18512839,460,350242,8,490990990
Brazil,2023-04-18,18513541,702,350256,14,491634491
Brazil,2023-04-19,18513564,23,350256,0,492277992
Brazil,2023-04-20,18513950,386,350263,7,492921492
Brazil,2023-04-21,18514301,351,350270,7,493564993
Brazil,2023-04-22,18514726,425,350278,8,494208494
Brazil,2023-04-23,18514970,244,350283,5,494851994
Brazil,2023-04-24,18515913,943,350301,18,495495495
Brazil,2023-04-25,18516329,416,350308,7,496138996
Brazil,2023-04-26,18517084,755,350323,15,496782496
Brazil,2023-04-27,18517427,343,350329,6,497425997
Brazil,2023-04-28,18518170,743,350343,14,498069498
Brazil,2023-04-29,18519955,1785,350377,34,498712998
Brazil,2023-04-30,18520204,249,350382,5,499356499
Brazil,2023-05-01,18520919,715,350395,13,500000000
United Kingdom,2020-03-01,16920,743,162,7,0
United Kingdom,2020-03-02,17333,413,166,4,0
United Kingdom,2020-03-03,18320,987,175,9,0
United Kingdom,2020-03-04,18649,329,178,3,0
United Kingdom,2020-03-05,19080,431,182,4,0
United Kingdom,2020-03-06,20438,1358,195,13,0
United Kingdom,2020-03-07,20805,367,199,4,0
United Kingdom,2020-03-08,22511,1706,215,16,0
United Kingdom,2020-03-09,23233,722,222,7,0
United Kingdom,2020-03-10,24812,1579,237,15,0
United Kingdom,2020-03-11,26103,1291,250,13,0
United Kingdom,2020-03-12,27109,1006,259,9,0
United Kingdom,2020-03-13,29335,2226,281,22,0
United Kingdom,2020-03-14,31037,1702,297,16,0
United Kingdom,2020-03-15,32485,1448,311,14,0
United Kingdom,2020-03-16,34284,1799,328,17,0
United Kingdom,2020-03-17,36034,1750,345,17,0
United Kingdom,2020-03-18,38477,2443,368,23,0
United Kingdom,2020-03-19,40910,2433,392,24,0
United Kingdom,2020-03-20,42526,1616,407,15,0
United Kingdom,2020-03-21,44290,1764,424,17,0
United Kingdom,2020-03-22,46028,1738,441,17,0
United Kingdom,2020-03-23,48109,2081,461,20,0
United Kingdom,2020-03-24,50476,2367,483,22,0
United Kingdom,2020-03-25,52432,1956,502,19,0
United Kingdom,2020-03-26,54634,2202,523,21,0
United Kingdom,2020-03-27,56663,2029,543,20,0
United Kingdom,2020-03-28,58645,1982,562,19,0
United Kingdom,2020-03-29,60373,1728,578,16,0
United Kingdom,2020-03-30,62060,1687,594,16,0
United Kingdom,2020-03-31,64836,2776,621,27,0
United Kingdom,2020-04-01,67020,2184,642,21,0
United Kingdom,2020-04-02,69897,2877,669,27,0
United Kingdom,2020-04-03,72392,2495,693,24,0
United Kingdom,2020-04-04,75668,3276,725,32,0
United Kingdom,2020-04-05,77967,2299,747,22,0
United Kingdom,2020-04-06,81404,3437,780,33,0
United Kingdom,2020-04-07,84255,2851,807,27,0
United Kingdom,2020-04-08,87021,2766,833,26,0
United Kingdom,2020-04-09,90081,3060,863,30,0
United Kingdom,2020-04-10,92835,2754,889,26,0
United Kingdom,2020-04-11,96646,3811,926,37,0
United Kingdom,2020-04-12,99419,2773,952,26,0
United Kingdom,2020-04-13,103790,4371,994,42,0
United Kingdom,2020-04-14,107428,3638,1029,35,0
United Kingdom,2020-04-15,111445,4017,1068,39,0
United Kingdom,2020-04-16,115329,3884,1105,37,0
United Kingdom,2020-04-17,119167,3838,1142,37,0
United Kingdom,2020-04-18,123314,4147,1181,39,0
United Kingdom,2020-04-19,127692,4378,1223,42,0
United Kingdom,2020-04-20,131637,3945,1261,38,0
